Biol.Rep,Tracer,GroupLevel1,Aspartate 132/88,Citrate 191.1/111.1,Glutamate 146.1/102.1,Glutamine 145/127,Taurine 124/80,Aspartate 133/88,Aspartate 133/89,Aspartate 134/89,Aspartate 134/90,Citrate 192.1/111.1,Citrate 192.1/112.1,Citrate 193.1/112.1,Citrate 193.1/113.1,Glutamate 147.1/102.1,Glutamate 147.1/103.1,Glutamate 148.1/103.1,Glutamate 148.1/104.1,Glutamine 146/128,Glutamine 147/129,Taurine 126/82,Citrate 194.1/113.1,Citrate 194.1/114.1,Glutamate 149.1/104.1,Glutamate 149.1/105.1,Glutamine 148/130,Taurine 128/80
3.0,13C-Glc,G9Q2,0.9286798383061016,0.9153935921075916,0.981172436705122,0.9936458565334536,1.0,0.0297611118037063,0.0385985195655877,0.0021872366951287,0.0007732936294755,0.0163231982022172,0.0622043062656128,0.0024967879880998,0.0025194639205117,0.0022016972809292,0.0154398986587801,0.0002791859603369,0.000522830786925,0.0060377827143765,0.0,1.0,0.0002806262123157,0.0007820253036509,6.830178797740335e-05,0.0003156488199292,0.0003163607521697,1.0
4.0,13C-Glc,G9Q2,0.9380500158704068,0.9248335304823568,0.9878473849777633,0.9946754591853032,1.0,0.0249252899015578,0.0353419111376476,0.0016827830903877,0.0,0.0136199550981228,0.0565665790028109,0.0019975312338148,0.0018486067498296,0.0005874414385086,0.0106524981635611,0.0003182842646416,0.0002344488189519,0.0050383273671871,0.0,1.0,0.0002789258275086,0.0008548716055563,9.12882617183163e-05,0.0002686540748552,0.0002862134475096,1.0
1.0,13C-Glc,G11Q2,0.9170939233092544,0.8987440006010791,0.9746829525921388,0.9931704759104152,1.0,0.033448637572434,0.0461335090132188,0.0024923689211141,0.0008315611839785,0.018968157731427,0.0755190462649472,0.0025873572985007,0.0030096407132536,0.0018802099993424,0.021485835518769,0.0006133412840351,0.001014742846104,0.0065206368541173,0.0,1.0,0.0003136128950078,0.0008581844957845,8.472101509087974e-05,0.0002381967445197,0.0003088872354676,1.0
2.0,13C-Glc,G11Q2,0.9138974070717896,0.9055742278255337,0.9764388619826392,0.992326451251045,1.0,0.0338878485737301,0.0486419438608349,0.002429193282991,0.0011436072106542,0.0182274579849267,0.0705911684580383,0.0023076659189082,0.0020507061001568,0.0017331187563357,0.0200620832414667,0.0003593589385694,0.001033509962761,0.0073958989517161,0.0,1.0,0.0003433082071756,0.0009054655052606,9.876911860517982e-05,0.0002742979996226,0.0002776497972386,1.0
3.0,13C-Glc,G11Q2,0.9142714448017044,0.8981476929300292,0.9741209714601244,0.9889804879595296,1.0,0.0343582599598274,0.0476531868532408,0.0027206144068498,0.0009964939783775,0.0206778436142199,0.0738070284033204,0.0028254363426178,0.0033509423128546,0.0019526248474677,0.0220719401664382,0.0004708561835763,0.0010380598454987,0.0107364004537251,0.0,1.0,0.0003274064482883,0.0008636499486696,6.96691506208225e-05,0.0002758783462736,0.0002831115867453,1.0
4.0,13C-Glc,G11Q2,0.9060931630442072,0.9032611277565477,0.9759801639342484,0.992659753696606,1.0,0.0376883152330869,0.0522231703758158,0.0027711307760006,0.0012242205708895,0.0189980794532941,0.0708064849046592,0.0026240855411473,0.0030690251466491,0.000718595438227,0.0218742485145535,0.0003724074576412,0.0007599841832217,0.0070715936001051,0.0,1.0,0.0003164464506113,0.000924750747091,8.639550309968557e-05,0.0002082049690084,0.0002686527032889,1.0
1.0,5-13C-Glc,G5Q2,0.8336764216974537,0.8022199631351821,0.8256475361597666,0.9839740627658532,1.0,0.0511755575054415,0.1021310358628754,0.0078596668715361,0.0051573180626931,0.056404386789543,0.09965813061366,0.0221919881846465,0.0154938124389988,0.1006059753345245,0.0416820578229092,0.0256889170243494,0.0035765012397898,0.0141550307948842,0.0013412440605972,1.0,0.0023979378787391,0.0016337809592302,0.0022332995014651,0.0005657129171953,0.0005296623786651,1.0
2.0,5-13C-Glc,G5Q2,0.8788415760611763,0.856307055970538,0.8487989855214608,0.9810855742092384,1.0,0.0451637442963214,0.0680587637915205,0.0050239073610234,0.0029120084899581,0.0439524346931328,0.0707025101233483,0.0159455018607362,0.0101830230492274,0.0950573362101793,0.0348124774539565,0.0178574011197862,0.0015681480175642,0.017861083759113,0.0006437585096923,1.0,0.0016880656707687,0.0012214086322483,0.0014466236205985,0.0004590280564542,0.000409583521956,1.0
3.0,5-13C-Glc,G5Q2,0.8522712397013246,0.7891361655019598,0.8223271513293995,0.9723307005020742,1.0,0.0450743028203691,0.0895246577639791,0.007693997882723,0.0054358018316041,0.057776092768033,0.1097697995903971,0.0227605475310169,0.0162784753271864,0.0938591547253561,0.0507252617630664,0.0259891882902498,0.0042999777351041,0.0250631905387688,0.0020305230051501,1.0,0.0026102735442579,0.0016686457371487,0.0022979244037167,0.0005013417531069,0.0005755859540067,1.0
4.0,5-13C-Glc,G5Q2,0.89202032138564,0.8510159960964618,0.8444715183351639,0.9896688685055668,1.0,0.0407424059053777,0.0592797352436458,0.0051242685531241,0.0028332689122123,0.0454162730948299,0.074000419919498,0.0158068240908643,0.0107003560010784,0.0971799769064704,0.03584795508014,0.0184609813328435,0.0019783188474209,0.0094181020874176,0.0,1.0,0.0017495822759537,0.0013105485213136,0.0015452343852986,0.0005160151126624,0.0009130294070155,1.0
1.0,5-13C-Glc,G7Q2,0.8223485467813051,0.7397585605016849,0.8090425741187255,0.9720770644300608,1.0,0.0486265892305236,0.113012943693373,0.0096044193471882,0.00640750094761,0.0684448093350728,0.1323324890942938,0.0298213745265395,0.0232380766074381,0.1053605205528019,0.0497507843691163,0.0284918158021039,0.0045341925126031,0.0242593263880071,0.0030159697171688,1.0,0.0037868603515662,0.0026178295834046,0.0021511483960722,0.0006689642485767,0.0006476394647633,1.0
2.0,5-13C-Glc,G7Q2,0.8546082701722136,0.7586799062041509,0.8657886783679435,0.986035055814806,1.0,0.0340213145303441,0.097781913293367,0.0081635352523069,0.0054249667517681,0.0582252430086542,0.125867761769049,0.0258572290337248,0.0247784922210827,0.0673211745633052,0.0416278486171521,0.0190760800385303,0.0040036730444825,0.0123287306792507,0.0011570280032461,1.0,0.0038288119319154,0.0027625558314228,0.0016768321673931,0.0005057132011932,0.0004791855026971,1.0
3.0,5-13C-Glc,G7Q2,0.8090860333663866,0.69542111659446,0.8004575308630512,0.960120317314454,1.0,0.0412005804030766,0.1322544121835139,0.0105712192544385,0.0068877547925841,0.0715739414562082,0.1574923538724266,0.035758018651443,0.0319423134446279,0.0970169831990528,0.0634488377551749,0.0298122791765085,0.0063664864857786,0.033820539128007,0.0052665996898315,1.0,0.0048314075142802,0.0029808484665538,0.0022626803787158,0.0006352021417179,0.0007925438677074,1.0
4.0,5-13C-Glc,G7Q2,0.830766878250384,0.7561947005208921,0.820535711422499,0.9808841006884692,1.0,0.0445373105307365,0.1100667614257296,0.0091950985700388,0.005433951223111,0.0652360660084877,0.1230336008085295,0.0271098992513641,0.0223312159507176,0.0973409281545473,0.0475850995531476,0.0265255151608261,0.0052995860343986,0.0168699963831026,0.0017281325642844,1.0,0.0036156347389737,0.002478882721035,0.002050468680449,0.0006626909941321,0.0005177703641437,1.0
1.0,5-13C-Glc,G9Q2,0.8332073845414076,0.6915340094551531,0.846300881100027,0.983992781517728,1.0,0.0331499108468904,0.1156834703548845,0.010739785756126,0.0072194485006912,0.0692839691032097,0.1622774441484353,0.0354623483595666,0.033686639418076,0.0694010343430895,0.0518909951283709,0.0234815771831672,0.0063336827285974,0.0140487638966168,0.0014695722415001,1.0,0.0047604897089702,0.0029950998065888,0.0020797201646562,0.0005121093520916,0.000488882344155,1.0
2.0,5-13C-Glc,G9Q2,0.8232604061440048,0.7104960474177826,0.8231407061079834,0.973182605198537,1.0,0.0411758713907952,0.1187187725644028,0.010336429642776,0.0065085202580211,0.069478582251676,0.1480490519901762,0.0339298302580599,0.0304928579491694,0.0879854823361329,0.0540900708696061,0.0271175098435194,0.0048915226488782,0.0238757888025246,0.0023529889903029,1.0,0.004481372559598,0.0030722575735377,0.0020669270939337,0.000707781099946,0.0005886170086352,1.0
3.0,5-13C-Glc,G9Q2,0.8397259182903419,0.6647290222680649,0.8708440952222288,0.9813192790871814,1.0,0.0282208059067471,0.1166156347831262,0.0090962609509822,0.0063413800688024,0.0720828298839761,0.1815500579352131,0.0347900046975348,0.0375458150668809,0.0545246133948071,0.0516502321794225,0.0153762913573696,0.0050965664381467,0.0162832999944379,0.0018546052788523,1.0,0.0054936805015052,0.0038085896468247,0.001809284509158,0.000698916898867,0.0005428156395283,1.0
4.0,5-13C-Glc,G9Q2,0.8146339694009836,0.6299874995869067,0.8401312234865211,0.9790463396230068,1.0,0.0318049790766146,0.1352148046599419,0.0106522644836273,0.0076939823788324,0.0759367964153279,0.1987359435155968,0.0428844872263799,0.0425183044927848,0.0638605241448416,0.0602116419133368,0.0257217728319232,0.0072802342028813,0.018504699603755,0.0018658883696713,1.0,0.0057731008356375,0.0041638679273661,0.0019749746265935,0.0008196287939021,0.0005830724035666,1.0
1.0,5-13C-Glc,G11Q2,0.7844775474339828,0.6190349090187792,0.7780305157768206,0.9729551432780008,1.0,0.0357491508697306,0.1593953540094765,0.0126408213782317,0.0077371263085783,0.0738441752929175,0.2081106774944475,0.0438328091261266,0.0449178941449561,0.09506102602535,0.0808867347877179,0.0330366577437892,0.0094549233956831,0.0226511368573676,0.0037360040483322,1.0,0.0062453263056838,0.0040142086170892,0.0026515899008097,0.0008785523698291,0.0006577158162992,1.0
2.0,5-13C-Glc,G11Q2,0.8361184383491098,0.6699239386898841,0.8678964507914119,0.9766831414026588,1.0,0.0263461062397706,0.1215135482606947,0.009318084006667,0.0067038231437576,0.0657717774500319,0.1766097163816506,0.0387499897188368,0.0397805901734326,0.054920818947034,0.049024478636087,0.0200682260519679,0.0061132938876238,0.018512209814938,0.0041120919694749,1.0,0.0056187643717316,0.0035452232144321,0.0014138637815427,0.0005628679043324,0.000692556812928,1.0
3.0,5-13C-Glc,G11Q2,0.7800291753025375,0.5921955500535071,0.7843996845066857,0.9711801223404292,1.0,0.033562371381009,0.1652603704209876,0.012125666523836,0.0090224163716297,0.0794813263179622,0.2216722070736268,0.0476630943612089,0.0482638582431927,0.0841221503775553,0.0844440950619235,0.0338992913351382,0.0094435683838663,0.023588941664202,0.0045427885682622,1.0,0.0063760616094667,0.0043479023410353,0.0027877449698883,0.0009034653649424,0.0006881474271066,1.0
4.0,5-13C-Glc,G11Q2,0.7933432593434507,0.627758361336449,0.8168000878140566,0.9737972088489087,1.0,0.0333970980978828,0.1525988366825286,0.0117847865764256,0.008876019299712,0.0722223165921833,0.2018769314578069,0.0441198790169833,0.0444827972960255,0.0749280039756945,0.0679755711954009,0.0289827834808439,0.0083229622273852,0.0221005093442759,0.0034790259572578,1.0,0.0054668694920404,0.0040728448085112,0.0022428064589423,0.0007477848476763,0.0006232558495574,1.0
1.0,13CGln,G5Q2,0.5956020455809705,0.7008929481042384,0.4797651390243693,0.0863108492274786,1.0,0.1887383550355445,0.1962602731524779,0.0135808556218625,0.0058184706091444,0.0484224739835871,0.1389245252188094,0.0514350292164246,0.0532855738804506,0.0027079651292905,0.0534697661935108,0.0380616950440838,0.4079754897988594,0.0,0.8734481039168573,1.0,0.0033472799262119,0.0036921696702778,0.0060475532379481,0.011972391571938,0.0402410468556641,1.0
2.0,13CGln,G5Q2,0.5979797038057524,0.6838201617285163,0.4417522724174625,0.0802759567158547,1.0,0.1869244114450188,0.1945698586064668,0.0143770191998544,0.0061490069429075,0.0522122431076191,0.1434476054339091,0.0545655388246363,0.0574662367978899,0.0,0.045861549801061,0.0427239476764551,0.4490257375823625,0.0,0.8794254059553808,1.0,0.0042815725908607,0.0042066415165682,0.0069819431318063,0.0136545493908525,0.0402986373287646,1.0
3.0,13CGln,G5Q2,0.5896831866976447,0.7012361759344111,0.471757703321644,0.0587399269414267,1.0,0.1782462753973754,0.2095995493781675,0.0155974504288779,0.0068735380979344,0.041920450527052,0.1186059883557779,0.064885765665349,0.0643580927645666,7.548156173000683e-06,0.0430151867027745,0.0406969823101775,0.424518890810143,0.0,0.901390642494486,1.0,0.0046429248766014,0.0043506018762419,0.0067651734084722,0.0132385152906156,0.0398694305640872,1.0
4.0,13CGln,G5Q2,0.6030759485501984,0.6703120859609676,0.4340105850309583,0.1163811857568422,1.0,0.1804022434864408,0.1952221392504896,0.0147708684732878,0.0065288002395832,0.0527229192999175,0.1454307760447823,0.0595882811624485,0.0638610732978133,0.0,0.0354268382738498,0.042427067710703,0.4680973038926717,0.0,0.8474197691476707,1.0,0.0040298544883382,0.0040550097457324,0.0075979494968876,0.0124402555949293,0.0361990450954871,1.0
1.0,13CGln,G7Q2,0.7028855419538974,0.7626728858953713,0.5377270121900313,0.0659236566905074,1.0,0.1456411337764382,0.1361651654391682,0.0106162958986218,0.0046918629318743,0.0413117079922108,0.1116355195699487,0.037218909082386,0.0411076357509986,0.0011995874440907,0.0316688882195333,0.0358902816769256,0.3759883893380941,0.0,0.8927914916037062,1.0,0.002920377301622,0.0031329644074624,0.005871518054235,0.01165432307709,0.0412848517057864,1.0
2.0,13CGln,G7Q2,0.6681639342377278,0.7296703327496945,0.5219108981387033,0.0901279688633468,1.0,0.1599603621515754,0.1545164973419057,0.0120820735754,0.005277132693391,0.0446077996493309,0.1232443245323863,0.0478494828605863,0.0478437938402764,0.0,0.0427322461583483,0.0347279302056868,0.3840256184967038,0.0,0.8691046853599647,1.0,0.0032129548535239,0.0035713115142013,0.0057265269736064,0.0108767800269513,0.0407673457766884,1.0
3.0,13CGln,G7Q2,0.6484825767624112,0.7329691141900183,0.5162221558526929,0.0730344430957972,1.0,0.1650394441149549,0.1684512208631244,0.0126437897477794,0.0053829685117299,0.0438443207590725,0.1267571100250904,0.0456108430402198,0.045114816481407,0.0,0.0390765003191048,0.035294574257532,0.3915069765342397,0.0,0.8867963907370197,1.0,0.0027961936376744,0.0029076018665174,0.0066308995788344,0.0112688934575959,0.0401691661671829,1.0
4.0,13CGln,G7Q2,0.6523253694187852,0.7110951591870647,0.4684120630503321,0.0876140076478811,1.0,0.1617766307973694,0.167093198533048,0.0129179539102495,0.0058868473405477,0.0490576483769338,0.12917428875717,0.0507502789094507,0.0530915693393477,0.0,0.0336305750871045,0.0402336866923147,0.4379660379265945,0.0,0.8733737761398396,1.0,0.0034648281936542,0.0033662272363786,0.0066496325420355,0.0131080047016184,0.0390122162122792,1.0
1.0,13CGln,G9Q2,0.7085822904277832,0.787906119458096,0.5944032248703736,0.1186593604726231,1.0,0.1310080373907411,0.1418518070629944,0.0116983520153917,0.0068595131030894,0.0389193567392341,0.1061295383849691,0.0303459574330267,0.0318330585052109,0.0002176460696544,0.0348212020792553,0.0301515646132815,0.3255073213912866,0.0,0.8422468433219762,1.0,0.0024017909275012,0.0024641785519616,0.0051744712924157,0.0097245696837326,0.0390937962054006,1.0
2.0,13CGln,G9Q2,0.7194830161974325,0.7848395684725978,0.5664141148147946,0.1085771761282998,1.0,0.133676587273677,0.1311303670787507,0.0104428249186382,0.0052672045315013,0.0378535603208563,0.1029711225690152,0.033969206771883,0.0352744041923444,0.0,0.0356584761839325,0.0323383938206962,0.3499622015134355,0.0,0.8529792431873063,1.0,0.0026935268317474,0.0023986108415555,0.0051473222506218,0.0104794914165192,0.0384435806843939,1.0
3.0,13CGln,G9Q2,0.6881380058475514,0.7572872267809251,0.4760413481527831,0.0924595552492948,1.0,0.1476362563623093,0.145714491022892,0.0127353592587222,0.005775887508525,0.0411739264886019,0.1138804151960218,0.0406725365258642,0.0410810692330301,0.0,0.0299188723990854,0.0402160499321781,0.4338306740733731,0.0,0.8676024439513259,1.0,0.0031348411604908,0.0027699846150659,0.0066874628278296,0.0133055926147503,0.0399380007993791,1.0
4.0,13CGln,G9Q2,0.6628722029308414,0.741448765956112,0.4469917288634994,0.0784835653340693,1.0,0.1564384067412215,0.1586524830231332,0.0146154509627477,0.0074214563420561,0.0419381390829516,0.11431653390048,0.0472082050735507,0.048216852327934,0.0013583420242203,0.0262535876569822,0.0405876353635482,0.4626662372809845,0.0,0.8847772317346738,1.0,0.0036563169181091,0.0032151867408623,0.0076069985665998,0.0145354702441654,0.0367392029312567,1.0
1.0,13CGln,G11Q2,0.7015438322580367,0.7976557503292687,0.5410705884668773,0.0763560284307492,1.0,0.1413966210415087,0.1393805773614168,0.0115739211797504,0.0061050481592873,0.0355494498402603,0.0960835140673042,0.0331817659461526,0.0328061452713978,0.0,0.0265823142936979,0.0344898571805585,0.3805914505684311,0.0,0.8842102373262258,1.0,0.0024152425581313,0.0023081319874847,0.0058205582672817,0.0114452312231533,0.0394337342430249,1.0
2.0,13CGln,G11Q2,0.727318416663157,0.809962664788036,0.587934114473028,0.09727541721973,1.0,0.126325740025416,0.12950440501763,0.0110193836092855,0.0058320546845112,0.0343795670729103,0.0915616141585479,0.0288389600467671,0.0308994242837716,0.0,0.0321200503730161,0.031609966477431,0.3325259105900363,0.0,0.8636314350966531,1.0,0.0022588317887787,0.0020989378611881,0.005209880075124,0.0106000780113643,0.0390931476836167,1.0
3.0,13CGln,G11Q2,0.7391845325892411,0.8072149161267209,0.5781408887647435,0.1199262529870724,1.0,0.1247828850952367,0.120998153300004,0.0101102304183591,0.004924198597159,0.0353436627851741,0.0961518722931391,0.0280465183178273,0.0290263456893736,0.0005269123585925,0.0255472745674891,0.0311760819267415,0.3488719376705639,0.0,0.8414838194557964,1.0,0.0020763247529978,0.0021403600347669,0.0055609918045944,0.0101759129072749,0.0385899275571311,1.0
4.0,13CGln,G11Q2,0.7154613275937648,0.808955799808679,0.5716143587696458,0.1021880867605771,1.0,0.13359024966378,0.1326984363004936,0.011744588523485,0.0065053979184766,0.0321534883840847,0.0851586419736431,0.0346438674236171,0.0341659198148584,0.0,0.0291078424740502,0.0323249474821256,0.352572982895499,0.0,0.8593289088632913,1.0,0.0025241834018247,0.0023980991932927,0.0048137385301299,0.0095661298485492,0.0384830043761315,1.0
